,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
2213,2017-03-27,45.0,male,gun,White,Columbus,MS,car,False,False,"Lowndes County Sheriff's Office, MS",2017.0
2214,2017-03-27,51.0,male,gun,White,Lewisburg,TN,not,False,False,"Marshall County Sheriff's Department, TN",2017.0
2215,2017-03-28,73.0,male,gun,White,Manistee,MI,not,False,False,"Manistee Police Department, MI",2017.0
2216,2017-03-28,36.0,male,gun,White,Lafayette,IN,car,False,False,"Pulaski County Sheriff's Department, IN;Tippecanoe County Sheriff's Department, IN",2017.0
2218,2017-03-29,45.0,male,gun,White,Lawrenceburg,KY,not,False,False,"Anderson County Sheriff's Office, KY",2017.0
2219,2017-03-29,28.0,male,undetermined,Black,New Castle,DE,car,False,False,"New Castle County Police Department, DE",2017.0
2220,2017-03-29,59.0,male,gun,White,Byars,OK,car,False,False,"McClain County Sheriff's Office, OK",2017.0
2221,2017-03-29,41.0,male,gun,White,Stockton,IL,car,False,False,"Stockton Police Department, IL",2017.0
2222,2017-03-29,26.0,male,gun,White,Chattanooga,TN,not,False,False,"Chattanooga Police Department, TN",2017.0
2225,2017-04-01,34.0,male,gun,Black,Cantonment,FL,foot,False,False,"Escambia County Sheriff's Office, FL",2017.0
2226,2017-04-03,46.0,male,gun,Hispanic,Pendleton,SC,not,True,True,"Pendleton Police Department, SC",2017.0
2227,2017-04-04,65.0,male,gun,White,Napa,CA,car,False,False,"Napa Police Department, CA",2017.0
2229,2017-04-04,47.0,male,unarmed,Hispanic,Bakersfield,CA,foot,False,False,"Bakersfield Police Department, CA",2017.0
2231,2017-04-05,19.0,male,gun,Hispanic,Goshen,IN,car,False,False,"Goshen Police Department, IN",2017.0
2232,2017-04-06,37.0,male,gun,Black,Newark,NJ,not,False,False,"Newark Police Department, NJ",2017.0
2233,2017-04-06,49.0,male,gun,Black,Largo,FL,not,False,False,"Pinellas County Sheriff's Office, FL",2017.0
2234,2017-04-06,68.0,male,gun,White,Bradenton,FL,not,False,False,"Manatee County Sheriff's Department, FL",2017.0
2235,2017-04-06,38.0,male,gun,White,Madison Township,OH,not,False,True,"Lake County Sheriff's Office, OH",2017.0
2236,2017-04-06,39.0,male,replica,Black,Westerville,OH,not,False,True,"Columbus Police Department, OH",2017.0
2237,2017-04-07,33.0,male,gun,Asian,Kyle,SD,car,False,False,"Oglala Tribe Department of Public Safety, SD",2017.0
2238,2017-04-08,25.0,male,knife,White,Eau Claire,WI,not,False,False,"Eau Claire Police Department, WI",2017.0
2239,2017-04-09,36.0,male,gun,Unknown,Ontario,CA,not,False,False,"Ontario Police Department, CA",2017.0
2240,2017-04-09,36.0,male,knife,Hispanic,Santa Paula,CA,not,False,False,"Santa Paula Police Department, CA",2017.0
2241,2017-04-10,39.0,male,gun,Black,Houston,TX,foot,True,False,"Houston Police Department, TX",2017.0
2242,2017-04-10,30.0,male,gun,White,Cleveland,OH,not,False,False,"Cleveland Police Department, OH",2017.0
2243,2017-04-12,28.0,male,gun,Black,Los Angeles,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2017.0
2245,2017-04-13,25.0,male,gun,White,Udall,KS,car,False,False,"Wichita Police Department, KS",2017.0
2247,2017-04-14,37.40950678304764,male,gun,Unknown,Paterson,NJ,not,False,True,"Paterson Police Department, NJ",2017.0
2248,2017-04-14,24.0,male,knife,Native American,Mandan,ND,not,False,False,"Mandan Police Department, ND",2017.0
2249,2017-04-14,33.0,male,gun,White,Spanaway,WA,car,False,True,"Pierce County Sheriff's Department, WA",2017.0
2250,2017-04-15,16.0,male,unarmed,Hispanic,Fresno,CA,foot,True,False,"Fresno Police Department, CA",2017.0
2251,2017-04-15,56.0,male,gun,White,Colebrook Township,OH,not,False,True,"Ashtabula County Sheriff's Office, OH",2017.0
2252,2017-04-15,56.0,male,knife,White,Newport Beach,CA,not,False,False,"Newport Beach Police Department, CA",2017.0
2254,2017-04-16,47.0,male,gun,White,Vadnais Heights,MN,not,False,False,"Ramsey County Sheriff's Office, MN",2017.0
2257,2017-04-19,21.0,male,gun,Black,Wilmington,DE,other,True,False,"Wilmington Police Department, DE",2017.0
2258,2017-04-20,17.0,female,unarmed,White,Glendale,AZ,car,False,False,"Glendale Police Department, AZ",2017.0
2260,2017-04-20,26.0,male,gun,Hispanic,Hardeeville,SC,not,False,False,"Hardeeville Police Department, SC",2017.0
2263,2017-04-20,64.0,male,gun,White,Logan County,OK,not,False,True,"Logan County Sheriff's Department, OK",2017.0
2264,2017-04-21,25.0,male,gun,White,West Linn,OR,not,False,True,"West Linn Police Department, OR",2017.0
2265,2017-04-22,24.0,male,knife,White,Hamilton,OH,not,False,True,"Hamilton Police Department, OH",2017.0
2267,2017-04-22,43.0,male,"gun,knife",Asian,Yuba City,CA,foot,False,False,"Yuba City Police Department, CA",2017.0
2268,2017-04-23,70.0,male,gun,White,Prescott,AZ,not,False,False,"Prescott Police Department, AZ",2017.0
2269,2017-04-24,15.0,male,gun,Black,Killeen,TX,not,False,False,"Killeen Police Department, TX",2017.0
2270,2017-04-24,35.0,male,knife,White,Wolf Creek,OR,not,False,False,"Oregon State Police, OR",2017.0
2271,2017-04-24,16.0,male,gun,Black,Houston,TX,foot,True,False,"Houston Police Department, TX",2017.0
2272,2017-04-24,79.0,male,gun,White,Stewartstown,PA,not,False,True,"Pennsylvania State Police, PA",2017.0
2273,2017-04-25,27.0,male,knife,Black,Lizella,GA,not,False,False,"Bibb County Sheriff's Department, GA",2017.0
2276,2017-04-25,23.0,male,gun,Black,Newark,NJ,car,False,False,"Newark Police Department, NJ",2017.0
2278,2017-04-26,53.0,male,gun,White,Lewistown,PA,not,False,True,"Lewistown Borough Police Department, PA",2017.0
2279,2017-04-26,57.0,male,other,Black,Jacksonville,FL,not,False,False,"Jacksonville Sheriff's Office, FL",2017.0
2280,2017-04-27,53.0,male,gun,White,Rapid City,SD,not,False,True,"South Dakota Highway Patrol, SD",2017.0
2281,2017-04-27,26.0,male,gun,Black,Middletown,DE,not,False,False,"Federal Bureau of Investigation, DE",2017.0
2282,2017-04-28,25.0,male,gun,Hispanic,San Mateo,CA,not,False,False,"California Highway Patrol, CA",2017.0
2283,2017-04-28,32.0,male,gun,Black,Atlanta,GA,not,False,False,"Federal Bureau of Investigation, GA, GA",2017.0
2285,2017-04-29,35.0,male,gun,Black,Newport News,VA,not,False,False,"Newport News Police Department, VA",2017.0
2286,2017-04-29,59.0,male,other,White,Papaaloa,HI,not,False,False,"Hawaii Police Department, HI",2017.0
2287,2017-04-29,15.0,male,unarmed,Black,Balch Springs,TX,not,True,False,"Balch Springs Police Department, TX",2017.0
2288,2017-04-30,46.0,male,gun,Black,Detroit,MI,not,False,False,"Detroit Police Department, MI",2017.0
2289,2017-04-30,49.0,male,gun,White,University City,CA,not,False,False,"San Diego Police Department, CA",2017.0
2290,2017-04-30,32.0,male,gun,White,Tom,OK,not,False,True,"McCurtain County Sheriff's Office, OK",2017.0
2291,2017-05-01,25.0,male,gun,White,Conroe,TX,not,False,False,"Conroe Police Department, TX",2017.0
2292,2017-05-02,20.0,male,gun,Hispanic,Austin,TX,not,False,True,"Austin Police Department, TX",2017.0
2293,2017-05-02,48.0,male,knife,Black,Irving,TX,not,False,False,"Irving Police Department, TX",2017.0
2294,2017-05-03,26.0,male,knife,White,San Francisco,CA,not,True,False,"San Francisco Police Department, CA",2017.0
2295,2017-05-03,67.0,male,gun,White,Peachtree City,GA,not,False,True,"Peachtree Police Department, GA",2017.0
2296,2017-05-03,18.0,male,gun,Black,Grand Rapids,MI,not,True,False,"Grand Rapids Police Department, MI",2017.0
2297,2017-05-03,24.0,male,gun,White,San Jose,CA,not,False,True,"San Jose Police Department, CA",2017.0
2298,2017-05-03,28.0,male,knife,Unknown,San Jose,CA,not,False,True,"San Jose Police Department, CA",2017.0
2299,2017-05-04,54.0,female,gun,Hispanic,Katy,TX,not,False,True,"Harris County Sheriff's Office, TX",2017.0
2300,2017-05-06,62.0,male,blunt_object,White,Las Vegas,NV,not,False,True,"Las Vegas Metropolitan Police Department, NV",2017.0
2301,2017-05-06,15.0,male,replica,White,San Diego,CA,not,True,True,"San Diego Police Department, CA",2017.0
2302,2017-05-07,24.0,male,gun,Black,Austin,TX,foot,False,False,"Austin Police Department, TX",2017.0
2303,2017-05-07,26.0,male,gun,Hispanic,Buffalo,NY,foot,False,False,"Buffalo Police Department, NY",2017.0
2304,2017-05-07,27.0,male,undetermined,Black,Phenix City,AL,other,True,False,"Phenix City Police Department, AL",2017.0
2305,2017-05-08,29.0,male,gun,White,Los Angeles,CA,not,False,False,"Los Angeles Police Department, CA",2017.0
2306,2017-05-08,32.0,male,blunt_object,Black,Rancho Cordova,CA,foot,False,True,"Sacramento County Sheriff's Department, CA",2017.0
2307,2017-05-09,36.0,male,replica,White,Brighton Township,MI,not,False,True,"Livingston County Sheriff's Department, MI",2017.0
2308,2017-05-09,34.0,male,gun,White,Tiffin,OH,not,False,False,"Tiffin Police Department, OH",2017.0
2309,2017-05-09,39.0,male,unarmed,White,Lexington,SC,foot,False,False,"Lexington County Sheriff's Department, SC",2017.0
2310,2017-05-09,40.0,male,gun,White,Westminster,CO,not,False,False,"Westminster Police Department, CO",2017.0
2311,2017-05-09,25.0,male,gun,Black,Jacksonville,FL,not,False,True,"Jacksonville Sheriff's Office, FL",2017.0
2314,2017-05-10,50.0,female,gun,Black,St. Louis,MO,not,False,False,"St. Louis County Police Department, MO",2017.0
2315,2017-05-10,24.0,male,knife,Black,Portland,OR,foot,False,True,"Portland Police Department, OR",2017.0
2316,2017-05-11,26.0,male,gun,Hispanic,Arlington,TX,not,False,False,"Arlington Police Department, TX",2017.0
2317,2017-05-12,46.0,male,gun,White,Jupiter,FL,car,False,False,"Palm Beach County Sheriff's Department, FL",2017.0
2318,2017-05-12,35.0,male,unarmed,White,Baldwin County,AL,not,False,False,"Baldwin County Sheriff's Department, AL",2017.0
2319,2017-05-12,30.0,male,gun,White,Billings,MT,not,False,True,"Billings Police Department, MT",2017.0
2320,2017-05-12,51.0,male,knife,Black,Philadelphia,PA,not,False,False,"Philadelphia Police Department, PA",2017.0
2322,2017-05-13,37.0,male,gun,White,West Allis,WI,foot,False,False,"West Allis Police Department, WI",2017.0
2323,2017-05-14,48.0,male,gun,White,Pulaski,VA,not,False,True,"Pulaski Police Department, VA",2017.0
2324,2017-05-14,41.0,male,gun,Hispanic,Kingman,AZ,car,False,False,"Mohave County Sheriff's Deputy, AZ",2017.0
2325,2017-05-15,48.0,male,other,White,Wewoka,OK,not,False,False,"Oklahoma Highway Patrol, OK",2017.0
2326,2017-05-15,34.0,male,knife,Hispanic,Del Mar,CA,foot,False,True,"Del Mar Police Department, CA",2017.0
2327,2017-05-15,37.40950678304764,male,undetermined,Unknown,Long Beach,CA,other,False,False,"South Gate Police Department, CA",2017.0
2328,2017-05-15,47.0,male,gun,White,Johnson City,TN,other,False,True,"Carter County Sheriff's Office, TN",2017.0
2329,2017-05-15,29.0,male,gun,Black,Richmond,VA,not,False,False,"Richmond Police Department, VA",2017.0
2330,2017-05-15,27.0,female,gun,Black,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2017.0
2331,2017-05-16,38.0,male,gun,White,Three Forks,MT,car,False,False,"Gallatin County Sheriff's Office, MT;Montana Highway Patrol, MT",2017.0
2332,2017-05-16,24.0,male,gun,Hispanic,Tustin,CA,not,False,True,"Tustin Police Department, CA",2017.0
2334,2017-05-16,41.0,female,gun,White,Washington,DC,not,False,False,"Metropolitan Police Department, DC",2017.0
2336,2017-05-20,58.0,male,replica,White,Pleasanton,CA,not,True,True,"Pleasanton Police Department, CA",2017.0
2337,2017-05-20,65.0,male,gun,White,Belgrade,ME,not,False,False,"Kennebec County Sheriff's Office, ME",2017.0
2338,2017-05-20,47.0,male,other,White,Lower Mount Bethel,PA,not,False,True,"Pennsylvania State Police, PA",2017.0
2339,2017-05-21,37.0,male,unarmed,Hispanic,Orlando,FL,not,False,False,"Osceola County Sheriff's Department, FL",2017.0
2340,2017-05-21,24.0,male,unarmed,Black,Converse,LA,not,False,False,"Sabine Parish Sheriff's Office, LA",2017.0
2341,2017-05-21,43.0,male,gun,White,Allentown,PA,car,False,False,"Allentown Police Department, PA",2017.0
2342,2017-05-21,33.0,male,gun,Black,Appleton,WI,not,False,False,"Appleton Police Department, WI",2017.0
2343,2017-05-22,31.0,male,knife,White,Mountain Home,ID,not,False,False,"Elmore County Sheriff's Department, ID;Mountain Home Police Department, ID",2017.0
2344,2017-05-23,74.0,male,gun,White,Knoxville,TN,not,False,False,"Knox County Sheriff's Department, TN",2017.0
2345,2017-05-23,59.0,male,gun,White,San Francisco,CA,not,False,False,"South San Francisco Police Department, CA",2017.0
2346,2017-05-23,65.0,male,gun,White,Pahrump,NV,not,False,False,"Nye County Sheriff's Office, NV",2017.0
2347,2017-05-23,21.0,male,gun,Hispanic,Glendale,AZ,other,False,False,"Glendale Police Department, AZ",2017.0
2348,2017-05-24,25.0,male,gun,Hispanic,Los Angeles,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2017.0
2349,2017-05-24,24.0,male,unarmed,White,Canton,OH,not,True,True,"Canton Police Department, OH",2017.0
2350,2017-05-25,23.0,male,gun,White,Fairbanks,AK,car,False,False,"Fairbanks Police Department, AK",2017.0
2351,2017-05-26,34.0,male,replica,White,Tucson,AZ,not,False,True,"Tucson Police Department, AZ",2017.0
2352,2017-05-26,33.0,male,gun,White,St. Louis,MO,not,False,True,"St. Louis County Police Department, MO",2017.0
2353,2017-05-26,59.0,male,unarmed,Hispanic,San Rafael,NM,not,False,False,"Albuquerque Police Department, NM",2017.0
2354,2017-05-27,30.0,male,gun,Unknown,Austell,GA,not,False,False,"Cobb County Police Department, GA",2017.0
2356,2017-05-28,35.0,male,blunt_object,Unknown,San Jose,CA,not,False,True,"San Jose Police Department, CA",2017.0
2357,2017-05-28,22.0,male,gun,Black,Cary,NC,not,False,False,"Cary Police Department, NC",2017.0
2358,2017-05-28,24.0,male,gun,Unknown,Miami,FL,car,False,False,"Miami Beach Police Department, FL",2017.0
2359,2017-05-29,62.0,male,gun,Unknown,Gerrardstown,WV,not,False,True,"Berkeley County Sheriff's Office, WV",2017.0
2361,2017-05-29,37.0,male,gun,White,Arundel,ME,not,False,False,"York County Sheriff's Office, ME",2017.0
2362,2017-05-31,17.0,male,gun,White,Centennial,CO,other,False,False,"Arapahoe County Sheriff's Office, CO",2017.0
2364,2017-06-01,27.0,male,gun,Hispanic,Las Vegas,NV,not,False,True,"Las Vegas Metropolitan Police Department, NV",2017.0
2365,2017-06-02,55.0,male,gun,Hispanic,Laredo,TX,not,False,False,"Laredo Police Department, TX",2017.0
2366,2017-06-02,17.0,male,gun,Black,Chicago,IL,not,False,False,"Chicago Police Department, IL",2017.0
2367,2017-06-02,18.0,male,gun,Asian,Tulsa,OK,foot,False,False,"Tulsa Police Department, OK",2017.0
2368,2017-06-02,34.0,male,unarmed,Black,Petal,MS,not,False,False,"Petal Police Department, MS",2017.0
2369,2017-06-02,29.0,male,gun,Black,Abbeville,AL,not,False,False,"Henry County Sheriff's Office, AL",2017.0
2371,2017-06-03,44.0,male,gun,White,Avondale,AZ,not,False,False,"Avondale Police Department, AZ",2017.0
2372,2017-06-04,66.0,male,gun,White,Campo,CA,not,False,True,"San Diego County Sheriff's Department, CA",2017.0
2375,2017-06-05,34.0,male,gun,White,Lakes Wales,FL,other,False,False,"Polk County Sheriff's Department, FL",2017.0
2377,2017-06-05,45.0,male,gun,White,Bardstown,KY,car,False,False,"Kentucky State Police, KY;Nelson County Sheriff's Office, KY",2017.0
2378,2017-06-06,50.0,male,gun,Unknown,Vancouver,WA,car,False,False,"Vancouver Police Department, WA",2017.0
2379,2017-06-06,54.0,male,gun,White,Orrington,ME,not,False,False,"Maine State Police, ME",2017.0
2380,2017-06-07,75.0,male,gun,White,Hudson,NC,not,False,True,"Caldwell County Sheriff's Department, NC",2017.0
2381,2017-06-07,35.0,male,gun,White,Dundalk,MD,not,True,False,"Baltimore County Police Department, MD",2017.0
2382,2017-06-07,21.0,male,gun,White,St. Louis,MO,not,False,False,"St. Louis Police Department, MO",2017.0
2384,2017-06-08,58.0,male,gun,White,Roland,OK,not,False,True,"Sequoyah County Sheriff's Department, OK",2017.0
2386,2017-06-08,30.0,male,unarmed,Black,Philadelphia,PA,foot,False,False,"Philadelphia Police Department, PA",2017.0
2387,2017-06-08,45.0,male,gun,Hispanic,Bakersfield,CA,not,False,False,"Ridgecrest Police Department, CA",2017.0
2388,2017-06-08,33.0,female,gun,White,Long Beach,CA,not,False,False,"Long Beach Police Department, CA",2017.0
2390,2017-06-09,44.0,male,gun,Hispanic,Lyons,IL,car,False,False,"DeKalb County Sheriff's Office, IL",2017.0
2391,2017-06-09,29.0,male,knife,Black,Tulsa,OK,not,False,True,"Tulsa Police Department, OK",2017.0
2392,2017-06-10,60.0,male,knife,White,Abilene,TX,not,False,True,"Taylor County Sheriff's Office, TX",2017.0
2393,2017-06-10,53.0,male,gun,White,North English,IA,not,False,False,"Williamsburg Police Department, IA",2017.0
2394,2017-06-10,25.0,male,knife,Black,Auburn,WA,car,False,False,"Auburn Police Department, WA",2017.0
2396,2017-06-12,35.0,male,gun,White,Cade,LA,not,False,False,"St. Martin Parish Sheriff's Department, LA",2017.0
2397,2017-06-12,50.0,male,gun,White,Trosper,KY,not,False,False,"Knox County Sheriff's Department, KY",2017.0
2398,2017-06-12,63.0,male,gun,Hispanic,Plano,TX,not,False,False,"Plano Police Department, TX",2017.0
2399,2017-06-12,45.0,male,knife,Hispanic,Selma,CA,not,False,False,"Selma Police Department, CA",2017.0
2400,2017-06-13,33.0,male,gun,Black,St Louis,MO,not,False,False,"St. Louis Police Department, MO",2017.0
2401,2017-06-13,35.0,male,gun,Black,Baton Rouge,LA,not,False,False,"Baton Rouge Police Department, LA",2017.0
2402,2017-06-13,36.0,male,gun,White,Hampton,NH,not,False,False,"Massachusetts State Police, MA",2017.0
2403,2017-06-13,24.0,male,gun,White,Jerseyville,IL,foot,False,False,"Jerseyville Police Department, IL",2017.0
2404,2017-06-14,54.0,male,knife,White,Somerville,TN,not,False,True,"Somerville Police Department, TN",2017.0
2405,2017-06-14,66.0,male,gun,White,Alexandria,VA,not,False,False,"Alexandria Police Department, VA;United States Capitol Police, DC",2017.0
2406,2017-06-14,20.0,male,other,Asian,Burien,WA,not,False,False,"King County Sheriff's Office, WA",2017.0
2407,2017-06-15,40.0,male,gun,White,Newton,NH,car,False,False,"Massachusetts State Police, MA",2017.0
2408,2017-06-16,37.0,male,gun,White,Antioch,CA,foot,False,False,"Antioch Police Department, CA",2017.0
2409,2017-06-16,24.0,female,unarmed,White,Water Valley,MS,car,False,False,"Yalobusha County Sheriff's Department, MS",2017.0
